"Unique identification number of the institution","Occupation and full- and part-time status","Full-time or part-time status","Occupation category","Identifies occupations consistent with previous codes","Grand total","Grand total men","Grand total women","American Indian or Alaska Native total","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian total","Asian men","Asian women","Black or African American total","Black or African American men","Black or African American women","Hispanic or Latino total","Hispanic or Latino men","Hispanic or Latino women","Native Hawaiian or Other Pacific Islander total","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White total","White men","White women","Two or more races total","Two or more races men","Two or more races women","Race/ethnicity unknown total","Race/ethnicity unknown men","Race/ethnicity unknown women","Nonresident alien total","Nonresident alien men","Nonresident alien women","FY","Fall","Institution_Name","Survey Code","Survey Title","FTPT_desc","OCCUPCAT_desc","SABDTYPE_desc","STAFFCAT_desc"
"147767","3260","3","260","-2","   10","   2","    8","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    9","   2","   7","  1"," 0","  1","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","3261","3","261","-2","    2","   0","    2","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    2","   0","   2","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Archivists, Curators, and Museum Technicians"
"147767","3262","3","262","-2","    3","   0","    3","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    2","   0","   2","  1"," 0","  1","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Librarians"
"147767","3263","3","263","-2","    5","   2","    3","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","    5","   2","   3","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Library Technicians"
"147767","3310","3","310","-2","   28","   2","   26","  0"," 0"," 0","   4","  0","   4","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   24","   2","  22","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Business and Financial Operations"
"147767","3320","3","320","-2","   59","  22","   37","  1"," 1"," 0","   8","  4","   4","   4","  0","   4","   3","   1","   2"," 0"," 0"," 0","   42","  15","  27","  0"," 0","  0","   0","  0","  0","   1","  1","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Computer, Engineering, and Science"
"147767","3330","3","330","-2","   15","   3","   12","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   2","   1","   1"," 0"," 0"," 0","   12","   2","  10","  0"," 0","  0","   1","  0","  1","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Community Service, Legal, Arts, and Media"
"147767","3340","3","340","-2","   20","   3","   17","  0"," 0"," 0","   5","  1","   4","   0","  0","   0","   1","   0","   1"," 0"," 0"," 0","   12","   2","  10","  1"," 0","  1","   1","  0","  1","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Healthcare Practioners and Technical"
"147767","3350","3","350","-2","    2","   2","    0","  0"," 0"," 0","   0","  0","   0","   1","  1","   0","   0","   0","   0"," 0"," 0"," 0","    1","   1","   0","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Service Occupations"
"147767","3370","3","370","-2","   72","  12","   60","  0"," 0"," 0","   5","  1","   4","  10","  2","   8","   5","   1","   4"," 0"," 0"," 0","   49","   7","  42","  0"," 0","  0","   2","  0","  2","   1","  1","  0","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Part-time","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Part-time, Office and Administrative Support"
"147767","4400","4","400","-2"," 1565"," 939","  626","  3"," 1"," 2"," 103"," 52","  51","  51"," 21","  30","  89","  43","  46"," 0"," 0"," 0","  616"," 373"," 243"," 32","18"," 14","  67"," 38"," 29"," 604","393","211","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants","Not applicable, current occupation does not map to occupations prior to 2012","Graduate Assistants, total"
"147767","4410","4","410","-2","  637"," 342","  295","  2"," 0"," 2","  42"," 19","  23","  26"," 10","  16","  34","  11","  23"," 0"," 0"," 0","  260"," 139"," 121"," 13"," 6","  7","  32"," 18"," 14"," 228","139"," 89","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants Teaching","Not applicable, current occupation does not map to occupations prior to 2012","Grad Asst., Teaching"
"147767","4420","4","420","-2","  928"," 597","  331","  1"," 1"," 0","  61"," 33","  28","  25"," 11","  14","  55","  32","  23"," 0"," 0"," 0","  356"," 234"," 122"," 19","12","  7","  35"," 20"," 15"," 376","254","122","2015","2014","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Graduate Assistants","Graduate Assistants Research","Not applicable, current occupation does not map to occupations prior to 2012","Grad Asst., Research"
"162928","1100","1","100","-2","18273","7190","11083","127","40","87","2008","952","1056","3039","793","2246"," 433"," 184"," 249","32"," 7","25","11337","4437","6900","  0"," 0","  0","   0","  0","  0","1297","777","520","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","All staff","Not applicable, current occupation does not map to occupations prior to 2012","Grand Total"
"162928","1200","1","200","-2"," 4605","2684"," 1921"," 19","11"," 8"," 801","482"," 319"," 174"," 71"," 103"," 102","  66","  36"," 6"," 1"," 5"," 3222","1868","1354","  0"," 0","  0","   0","  0","  0"," 281","185"," 96","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Instructional, research and public service staff","Not applicable, current occupation does not map to occupations prior to 2012","Instructional, research and public service"
"162928","1210","1","210","-2"," 3892","2330"," 1562"," 17"," 9"," 8"," 644","395"," 249"," 144"," 59","  85","  88","  58","  30"," 5"," 1"," 4"," 2781","1666","1115","  0"," 0","  0","   0","  0","  0"," 213","142"," 71","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Instructional staff"
"162928","1220","1","220","-2","  639"," 330","  309","  2"," 2"," 0"," 152"," 85","  67","  26"," 11","  15","  12","   7","   5"," 1"," 0"," 1","  380"," 184"," 196","  0"," 0","  0","   0","  0","  0","  66"," 41"," 25","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Research","Not applicable, current occupation does not map to occupations prior to 2012","Research"
"162928","1230","1","230","-2","   74","  24","   50","  0"," 0"," 0","   5","  2","   3","   4","  1","   3","   2","   1","   1"," 0"," 0"," 0","   61","  18","  43","  0"," 0","  0","   0","  0","  0","   2","  2","  0","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Public service","Not applicable, current occupation does not map to occupations prior to 2012","Public service"
"162928","1250","1","250","-2","  854"," 275","  579","  1"," 1"," 0","  37","  8","  29"," 148"," 37"," 111","  34","  12","  22"," 1"," 0"," 1","  626"," 213"," 413","  0"," 0","  0","   0","  0","  0","   7","  4","  3","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"162928","1260","1","260","-2","   99","  31","   68","  0"," 0"," 0","   4","  2","   2","   7","  0","   7","   2","   1","   1"," 0"," 0"," 0","   85","  28","  57","  0"," 0","  0","   0","  0","  0","   1","  0","  1","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"162928","1261","1","261","-2","   14","   6","    8","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   0","   0","   0"," 0"," 0"," 0","   14","   6","   8","  0"," 0","  0","   0","  0","  0","   0","  0","  0","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Archivists, Curators, and Museum Technicians"
"162928","1262","1","262","-2","   85","  25","   60","  0"," 0"," 0","   4","  2","   2","   7","  0","   7","   2","   1","   1"," 0"," 0"," 0","   71","  22","  49","  0"," 0","  0","   0","  0","  0","   1","  0","  1","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Librarians"
"162928","1270","1","270","-2","  755"," 244","  511","  1"," 1"," 0","  33","  6","  27"," 141"," 37"," 104","  32","  11","  21"," 1"," 0"," 1","  541"," 185"," 356","  0"," 0","  0","   0","  0","  0","   6","  4","  2","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Student and Academic Affairs and Other Education Services"
"162928","1300","1","300","-2","  143","  69","   74","  0"," 0"," 0","   7","  3","   4","   9","  1","   8","   3","   1","   2"," 0"," 0"," 0","  123","  64","  59","  0"," 0","  0","   0","  0","  0","   1","  0","  1","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Management","Not applicable, current occupation does not map to occupations prior to 2012","Management"
"162928","1310","1","310","-2"," 1562"," 395"," 1167","  7"," 0"," 7","  87"," 21","  66"," 302"," 57"," 245","  22","   6","  16"," 1"," 0"," 1"," 1132"," 304"," 828","  0"," 0","  0","   0","  0","  0","  11","  7","  4","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Business and Financial Operations"
"162928","1320","1","320","-2"," 2421","1070"," 1351"," 30","11","19"," 272","117"," 155"," 360","111"," 249","  72","  31","  41"," 5"," 3"," 2"," 1399"," 629"," 770","  0"," 0","  0","   0","  0","  0"," 283","168","115","2015","2014","Johns Hopkins University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Computer, Engineering, and Science"
